Instrument,InstrumentSub,Sector,Periode ,waarde
Consumptief krediet ,Uitstaande bedragen (mln euro's) ,Huishoudens ,2019-04,16276
Rekening courante tegoeden en spaargeld ,Girale deposito's (mln euro's) ,Huishoudens ,2019-04,73903
Rekening courante tegoeden en spaargeld ,Deposito's met vaste looptijd (mln euro's) ,Huishoudens ,2019-04,56957
Rekening courante tegoeden en spaargeld ,Deposito's met opzegtermijn (mln euro's) ,Huishoudens ,2019-04,309552
Woninghypotheken ,"Nieuwe contracten, inclusief heronderhandelingen (mln euro's) ",Huishoudens * ,2019-04,8822
Woninghypotheken ,Zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (mln euro’s) ,Huishoudens * ,2019-04,4341
Woninghypotheken ,"Rente op nieuwe contracten, inclusief heronderhandelingen (percentages) ",Huishoudens * ,2019-04,2.35
Woninghypotheken ,Rente op uitstaande bedragen (percentages) ,Huishoudens ,2019-04,3.05
Woninghypotheken ,Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ,Huishoudens ,2019-04,2.32
Roodstand en doorlopend krediet ,Uitstaand bedrag - Rekeningcourant krediet - Roodstand (mln euro's) ,Huishoudens ,2019-04,8274
Roodstand en doorlopend krediet ,Uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (mln euro's) ,Huishoudens ,2019-04,2357
Roodstand en doorlopend krediet ,Rente op uitstaand bedrag - Rekeningcourant krediet - Roodstand (percentages) ,Huishoudens ,2019-04,4.35
Roodstand en doorlopend krediet ,Rente op uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (percentages) ,Huishoudens ,2019-04,6.54
Zakelijke kredietverlening ,Nieuwe contracten (mln euro's) ,Niet-financiële bedrijven ,2019-04,11956
Zakelijke kredietverlening ,Rente op uitstaande leningen  (percentages) ,Niet-financiële bedrijven ,2019-04,2.09
Zakelijke kredietverlening ,Rente op nieuwe contracten <= € 0.25 mln (percentages) ,Niet-financiële bedrijven ,2019-04,3.16
Zakelijke kredietverlening ,Rente op nieuwe contracten <= € 0.25 mln en <= € 1 mln (percentages) ,Niet-financiële bedrijven ,2019-04,2.5
Zakelijke kredietverlening ,Rente op nieuwe contracten > € 1 mln (percentages) ,Niet-financiële bedrijven ,2019-04,1.07
Zakelijke kredietverlening ,Uitstaande bedragen (mln euro's) ,Niet-financiële bedrijven ,2019-05,245389
Woninghypotheken ,Uitstaande bedragen (mln euro's) ,Huishoudens ,2019-05,528047
Consumptief krediet ,Uitstaande bedragen (mln euro's) ,Huishoudens ,2019-05,15869
Rekening courante tegoeden en spaargeld ,Girale deposito's (mln euro's) ,Huishoudens ,2019-05,79317
Rekening courante tegoeden en spaargeld ,Deposito's met vaste looptijd (mln euro's) ,Huishoudens ,2019-05,57137
Rekening courante tegoeden en spaargeld ,Deposito's met opzegtermijn (mln euro's) ,Huishoudens ,2019-05,315608
Woninghypotheken ,"Nieuwe contracten, inclusief heronderhandelingen (mln euro's) ",Huishoudens * ,2019-05,8999
Woninghypotheken ,Zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (mln euro’s) ,Huishoudens * ,2019-05,4579
Woninghypotheken ,"Rente op nieuwe contracten, inclusief heronderhandelingen (percentages) ",Huishoudens * ,2019-05,2.31
Woninghypotheken ,Rente op uitstaande bedragen (percentages) ,Huishoudens ,2019-05,3.03
Woninghypotheken ,Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ,Huishoudens ,2019-05,2.28
Roodstand en doorlopend krediet ,Uitstaand bedrag - Rekeningcourant krediet - Roodstand (mln euro's) ,Huishoudens ,2019-05,7964
Roodstand en doorlopend krediet ,Uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (mln euro's) ,Huishoudens ,2019-05,2290
Roodstand en doorlopend krediet ,Rente op uitstaand bedrag - Rekeningcourant krediet - Roodstand (percentages) ,Huishoudens ,2019-05,4.22
Roodstand en doorlopend krediet ,Rente op uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (percentages) ,Huishoudens ,2019-05,6.52
Zakelijke kredietverlening ,Nieuwe contracten (mln euro's) ,Niet-financiële bedrijven ,2019-05,9042
Zakelijke kredietverlening ,Rente op uitstaande leningen  (percentages) ,Niet-financiële bedrijven ,2019-05,2.09
Zakelijke kredietverlening ,Rente op nieuwe contracten <= € 0.25 mln (percentages) ,Niet-financiële bedrijven ,2019-05,3.05
Zakelijke kredietverlening ,Rente op nieuwe contracten <= € 0.25 mln en <= € 1 mln (percentages) ,Niet-financiële bedrijven ,2019-05,2.39
Zakelijke kredietverlening ,Rente op nieuwe contracten > € 1 mln (percentages) ,Niet-financiële bedrijven ,2019-05,1.28
Zakelijke kredietverlening ,Uitstaande bedragen (mln euro's) ,Niet-financiële bedrijven ,2019-06,243149
Woninghypotheken ,Uitstaande bedragen (mln euro's) ,Huishoudens ,2019-06,528944
Consumptief krediet ,Uitstaande bedragen (mln euro's) ,Huishoudens ,2019-06,15834
Rekening courante tegoeden en spaargeld ,Girale deposito's (mln euro's) ,Huishoudens ,2019-06,80177
Rekening courante tegoeden en spaargeld ,Deposito's met vaste looptijd (mln euro's) ,Huishoudens ,2019-06,57162
Rekening courante tegoeden en spaargeld ,Deposito's met opzegtermijn (mln euro's) ,Huishoudens ,2019-06,317087
Woninghypotheken ,"Nieuwe contracten, inclusief heronderhandelingen (mln euro's) ",Huishoudens * ,2019-06,8759
Woninghypotheken ,Zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (mln euro’s) ,Huishoudens * ,2019-06,4444
Woninghypotheken ,"Rente op nieuwe contracten, inclusief heronderhandelingen (percentages) ",Huishoudens * ,2019-06,2.28
Woninghypotheken ,Rente op uitstaande bedragen (percentages) ,Huishoudens ,2019-06,3.02
Woninghypotheken ,Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ,Huishoudens ,2019-06,2.25
Roodstand en doorlopend krediet ,Uitstaand bedrag - Rekeningcourant krediet - Roodstand (mln euro's) ,Huishoudens ,2019-06,7926
Roodstand en doorlopend krediet ,Uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (mln euro's) ,Huishoudens ,2019-06,2269
Roodstand en doorlopend krediet ,Rente op uitstaand bedrag - Rekeningcourant krediet - Roodstand (percentages) ,Huishoudens ,2019-06,4.2
Roodstand en doorlopend krediet ,Rente op uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (percentages) ,Huishoudens ,2019-06,6.48
Zakelijke kredietverlening ,Nieuwe contracten (mln euro's) ,Niet-financiële bedrijven ,2019-06,10119
Zakelijke kredietverlening ,Rente op uitstaande leningen  (percentages) ,Niet-financiële bedrijven ,2019-06,2.1
Zakelijke kredietverlening ,Rente op nieuwe contracten <= € 0.25 mln (percentages) ,Niet-financiële bedrijven ,2019-06,3.01
Zakelijke kredietverlening ,Rente op nieuwe contracten <= € 0.25 mln en <= € 1 mln (percentages) ,Niet-financiële bedrijven ,2019-06,2.38
Zakelijke kredietverlening ,Rente op nieuwe contracten > € 1 mln (percentages) ,Niet-financiële bedrijven ,2019-06,1.1
Zakelijke kredietverlening ,Uitstaande bedragen (mln euro's) ,Niet-financiële bedrijven ,2019-07,243358
Woninghypotheken ,Uitstaande bedragen (mln euro's) ,Huishoudens ,2019-07,529657
Consumptief krediet ,Uitstaande bedragen (mln euro's) ,Huishoudens ,2019-07,15942
Rekening courante tegoeden en spaargeld ,Girale deposito's (mln euro's) ,Huishoudens ,2019-07,79710
Rekening courante tegoeden en spaargeld ,Deposito's met vaste looptijd (mln euro's) ,Huishoudens ,2019-07,57157
Rekening courante tegoeden en spaargeld ,Deposito's met opzegtermijn (mln euro's) ,Huishoudens ,2019-07,317160
Woninghypotheken ,"Nieuwe contracten, inclusief heronderhandelingen (mln euro's) ",Huishoudens * ,2019-07,10379
Woninghypotheken ,Zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (mln euro’s) ,Huishoudens * ,2019-07,5730
Woninghypotheken ,"Rente op nieuwe contracten, inclusief heronderhandelingen (percentages) ",Huishoudens * ,2019-07,2.24
Woninghypotheken ,Rente op uitstaande bedragen (percentages) ,Huishoudens ,2019-07,3
Woninghypotheken ,Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ,Huishoudens ,2019-07,2.21
Roodstand en doorlopend krediet ,Uitstaand bedrag - Rekeningcourant krediet - Roodstand (mln euro's) ,Huishoudens ,2019-07,7912
Roodstand en doorlopend krediet ,Uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (mln euro's) ,Huishoudens ,2019-07,2263
Roodstand en doorlopend krediet ,Rente op uitstaand bedrag - Rekeningcourant krediet - Roodstand (percentages) ,Huishoudens ,2019-07,4.27
Roodstand en doorlopend krediet ,Rente op uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (percentages) ,Huishoudens ,2019-07,6.43
Zakelijke kredietverlening ,Nieuwe contracten (mln euro's) ,Niet-financiële bedrijven ,2019-07,11654
Zakelijke kredietverlening ,Rente op uitstaande leningen  (percentages) ,Niet-financiële bedrijven ,2019-07,2.08
Zakelijke kredietverlening ,Rente op nieuwe contracten <= € 0.25 mln (percentages) ,Niet-financiële bedrijven ,2019-07,2.99
Zakelijke kredietverlening ,Rente op nieuwe contracten <= € 0.25 mln en <= € 1 mln (percentages) ,Niet-financiële bedrijven ,2019-07,2.26
Zakelijke kredietverlening ,Rente op nieuwe contracten > € 1 mln (percentages) ,Niet-financiële bedrijven ,2019-07,1.13
Zakelijke kredietverlening ,Uitstaande bedragen (mln euro's) ,Niet-financiële bedrijven ,2019-08,242959
Woninghypotheken ,Uitstaande bedragen (mln euro's) ,Huishoudens ,2019-08,530144
Consumptief krediet ,Uitstaande bedragen (mln euro's) ,Huishoudens ,2019-08,15903
Rekening courante tegoeden en spaargeld ,Girale deposito's (mln euro's) ,Huishoudens ,2019-08,79880
Rekening courante tegoeden en spaargeld ,Deposito's met vaste looptijd (mln euro's) ,Huishoudens ,2019-08,57419
Rekening courante tegoeden en spaargeld ,Deposito's met opzegtermijn (mln euro's) ,Huishoudens ,2019-08,316700
Woninghypotheken ,"Nieuwe contracten, inclusief heronderhandelingen (mln euro's) ",Huishoudens * ,2019-08,9401
Woninghypotheken ,Zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (mln euro’s) ,Huishoudens * ,2019-08,5086
Woninghypotheken ,"Rente op nieuwe contracten, inclusief heronderhandelingen (percentages) ",Huishoudens * ,2019-08,2.2
Woninghypotheken ,Rente op uitstaande bedragen (percentages) ,Huishoudens ,2019-08,2.98
Woninghypotheken ,Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ,Huishoudens ,2019-08,2.17
Roodstand en doorlopend krediet ,Uitstaand bedrag - Rekeningcourant krediet - Roodstand (mln euro's) ,Huishoudens ,2019-08,7835
Roodstand en doorlopend krediet ,Uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (mln euro's) ,Huishoudens ,2019-08,2241
Roodstand en doorlopend krediet ,Rente op uitstaand bedrag - Rekeningcourant krediet - Roodstand (percentages) ,Huishoudens ,2019-08,4.36
Roodstand en doorlopend krediet ,Rente op uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (percentages) ,Huishoudens ,2019-08,6.43
Zakelijke kredietverlening ,Nieuwe contracten (mln euro's) ,Niet-financiële bedrijven ,2019-08,7959
Zakelijke kredietverlening ,Rente op uitstaande leningen  (percentages) ,Niet-financiële bedrijven ,2019-08,2.04
Zakelijke kredietverlening ,Rente op nieuwe contracten <= € 0.25 mln (percentages) ,Niet-financiële bedrijven ,2019-08,2.82
Zakelijke kredietverlening ,Rente op nieuwe contracten <= € 0.25 mln en <= € 1 mln (percentages) ,Niet-financiële bedrijven ,2019-08,2.23
Zakelijke kredietverlening ,Rente op nieuwe contracten > € 1 mln (percentages) ,Niet-financiële bedrijven ,2019-08,1.01
Zakelijke kredietverlening ,Uitstaande bedragen (mln euro's) ,Niet-financiële bedrijven ,2019-09,243256
Woninghypotheken ,Uitstaande bedragen (mln euro's) ,Huishoudens ,2019-09,530495
Consumptief krediet ,Uitstaande bedragen (mln euro's) ,Huishoudens ,2019-09,15878
Rekening courante tegoeden en spaargeld ,Girale deposito's (mln euro's) ,Huishoudens ,2019-09,79799
Rekening courante tegoeden en spaargeld ,Deposito's met vaste looptijd (mln euro's) ,Huishoudens ,2019-09,57789
Rekening courante tegoeden en spaargeld ,Deposito's met opzegtermijn (mln euro's) ,Huishoudens ,2019-09,316330
Woninghypotheken ,"Nieuwe contracten, inclusief heronderhandelingen (mln euro's) ",Huishoudens * ,2019-09,9488
Woninghypotheken ,Zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (mln euro’s) ,Huishoudens * ,2019-09,4867
Woninghypotheken ,"Rente op nieuwe contracten, inclusief heronderhandelingen (percentages) ",Huishoudens * ,2019-09,2.15
Woninghypotheken ,Rente op uitstaande bedragen (percentages) ,Huishoudens ,2019-09,2.96
Woninghypotheken ,Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ,Huishoudens ,2019-09,2.12
Roodstand en doorlopend krediet ,Uitstaand bedrag - Rekeningcourant krediet - Roodstand (mln euro's) ,Huishoudens ,2019-09,7815
Roodstand en doorlopend krediet ,Uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (mln euro's) ,Huishoudens ,2019-09,2218
Roodstand en doorlopend krediet ,Rente op uitstaand bedrag - Rekeningcourant krediet - Roodstand (percentages) ,Huishoudens ,2019-09,4.45
Roodstand en doorlopend krediet ,Rente op uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (percentages) ,Huishoudens ,2019-09,6.41
Zakelijke kredietverlening ,Nieuwe contracten (mln euro's) ,Niet-financiële bedrijven ,2019-09,10013
Zakelijke kredietverlening ,Rente op uitstaande leningen  (percentages) ,Niet-financiële bedrijven ,2019-09,2.05
Zakelijke kredietverlening ,Rente op nieuwe contracten <= € 0.25 mln (percentages) ,Niet-financiële bedrijven ,2019-09,2.67
Zakelijke kredietverlening ,Rente op nieuwe contracten <= € 0.25 mln en <= € 1 mln (percentages) ,Niet-financiële bedrijven ,2019-09,2.18
Zakelijke kredietverlening ,Rente op nieuwe contracten > € 1 mln (percentages) ,Niet-financiële bedrijven ,2019-09,1.24
Zakelijke kredietverlening ,Uitstaande bedragen (mln euro's) ,Niet-financiële bedrijven ,2019-10,242898
Woninghypotheken ,Uitstaande bedragen (mln euro's) ,Huishoudens ,2019-10,530387
Consumptief krediet ,Uitstaande bedragen (mln euro's) ,Huishoudens ,2019-10,15732
Rekening courante tegoeden en spaargeld ,Girale deposito's (mln euro's) ,Huishoudens ,2019-10,80619
Rekening courante tegoeden en spaargeld ,Deposito's met vaste looptijd (mln euro's) ,Huishoudens ,2019-10,57684
Rekening courante tegoeden en spaargeld ,Deposito's met opzegtermijn (mln euro's) ,Huishoudens ,2019-10,316228
Woninghypotheken ,"Nieuwe contracten, inclusief heronderhandelingen (mln euro's) ",Huishoudens * ,2019-10,9827
Woninghypotheken ,Zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (mln euro’s) ,Huishoudens * ,2019-10,4867
Woninghypotheken ,"Rente op nieuwe contracten, inclusief heronderhandelingen (percentages) ",Huishoudens * ,2019-10,2.08
Woninghypotheken ,Rente op uitstaande bedragen (percentages) ,Huishoudens ,2019-10,2.93
Woninghypotheken ,Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ,Huishoudens ,2019-10,2.01
Roodstand en doorlopend krediet ,Uitstaand bedrag - Rekeningcourant krediet - Roodstand (mln euro's) ,Huishoudens ,2019-10,7750
Roodstand en doorlopend krediet ,Uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (mln euro's) ,Huishoudens ,2019-10,2191
Roodstand en doorlopend krediet ,Rente op uitstaand bedrag - Rekeningcourant krediet - Roodstand (percentages) ,Huishoudens ,2019-10,4.4
Roodstand en doorlopend krediet ,Rente op uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (percentages) ,Huishoudens ,2019-10,6.4
Zakelijke kredietverlening ,Nieuwe contracten (mln euro's) ,Niet-financiële bedrijven ,2019-10,10433
Zakelijke kredietverlening ,Rente op uitstaande leningen  (percentages) ,Niet-financiële bedrijven ,2019-10,2
Zakelijke kredietverlening ,Rente op nieuwe contracten <= € 0.25 mln (percentages) ,Niet-financiële bedrijven ,2019-10,2.63
Zakelijke kredietverlening ,Rente op nieuwe contracten <= € 0.25 mln en <= € 1 mln (percentages) ,Niet-financiële bedrijven ,2019-10,2.12
Zakelijke kredietverlening ,Rente op nieuwe contracten > € 1 mln (percentages) ,Niet-financiële bedrijven ,2019-10,1.18
Zakelijke kredietverlening ,Uitstaande bedragen (mln euro's) ,Niet-financiële bedrijven ,2019-11,243644
Woninghypotheken ,Uitstaande bedragen (mln euro's) ,Huishoudens ,2019-11,530213
Consumptief krediet ,Uitstaande bedragen (mln euro's) ,Huishoudens ,2019-11,15634
Rekening courante tegoeden en spaargeld ,Girale deposito's (mln euro's) ,Huishoudens ,2019-11,81718
Rekening courante tegoeden en spaargeld ,Deposito's met vaste looptijd (mln euro's) ,Huishoudens ,2019-11,57707
Rekening courante tegoeden en spaargeld ,Deposito's met opzegtermijn (mln euro's) ,Huishoudens ,2019-11,315945
Woninghypotheken ,"Nieuwe contracten, inclusief heronderhandelingen (mln euro's) ",Huishoudens * ,2019-11,13759
Woninghypotheken ,Zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (mln euro’s) ,Huishoudens * ,2019-11,4606
Woninghypotheken ,"Rente op nieuwe contracten, inclusief heronderhandelingen (percentages) ",Huishoudens * ,2019-11,2.42
Woninghypotheken ,Rente op uitstaande bedragen (percentages) ,Huishoudens ,2019-11,2.92
Woninghypotheken ,Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ,Huishoudens ,2019-11,1.92
Roodstand en doorlopend krediet ,Uitstaand bedrag - Rekeningcourant krediet - Roodstand (mln euro's) ,Huishoudens ,2019-11,7634
Roodstand en doorlopend krediet ,Uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (mln euro's) ,Huishoudens ,2019-11,2152
Roodstand en doorlopend krediet ,Rente op uitstaand bedrag - Rekeningcourant krediet - Roodstand (percentages) ,Huishoudens ,2019-11,4.41
Roodstand en doorlopend krediet ,Rente op uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (percentages) ,Huishoudens ,2019-11,6.39
Zakelijke kredietverlening ,Nieuwe contracten (mln euro's) ,Niet-financiële bedrijven ,2019-11,9406
Zakelijke kredietverlening ,Rente op uitstaande leningen  (percentages) ,Niet-financiële bedrijven ,2019-11,1.97
Zakelijke kredietverlening ,Rente op nieuwe contracten <= € 0.25 mln (percentages) ,Niet-financiële bedrijven ,2019-11,2.67
Zakelijke kredietverlening ,Rente op nieuwe contracten <= € 0.25 mln en <= € 1 mln (percentages) ,Niet-financiële bedrijven ,2019-11,2.11
Zakelijke kredietverlening ,Rente op nieuwe contracten > € 1 mln (percentages) ,Niet-financiële bedrijven ,2019-11,1.18
Zakelijke kredietverlening ,Uitstaande bedragen (mln euro's) ,Niet-financiële bedrijven ,2019-12,241390
Woninghypotheken ,Uitstaande bedragen (mln euro's) ,Huishoudens ,2019-12,534312
Consumptief krediet ,Uitstaande bedragen (mln euro's) ,Huishoudens ,2019-12,15538
Rekening courante tegoeden en spaargeld ,Girale deposito's (mln euro's) ,Huishoudens ,2019-12,80623
Rekening courante tegoeden en spaargeld ,Deposito's met vaste looptijd (mln euro's) ,Huishoudens ,2019-12,58121
Rekening courante tegoeden en spaargeld ,Deposito's met opzegtermijn (mln euro's) ,Huishoudens ,2019-12,313516
Woninghypotheken ,"Nieuwe contracten, inclusief heronderhandelingen (mln euro's) ",Huishoudens * ,2019-12,11994
Woninghypotheken ,Zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (mln euro’s) ,Huishoudens * ,2019-12,5631
Woninghypotheken ,"Rente op nieuwe contracten, inclusief heronderhandelingen (percentages) ",Huishoudens * ,2019-12,2
Woninghypotheken ,Rente op uitstaande bedragen (percentages) ,Huishoudens ,2019-12,2.9
Woninghypotheken ,Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ,Huishoudens ,2019-12,1.88
Roodstand en doorlopend krediet ,Uitstaand bedrag - Rekeningcourant krediet - Roodstand (mln euro's) ,Huishoudens ,2019-12,7575
Roodstand en doorlopend krediet ,Uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (mln euro's) ,Huishoudens ,2019-12,2114
Roodstand en doorlopend krediet ,Rente op uitstaand bedrag - Rekeningcourant krediet - Roodstand (percentages) ,Huishoudens ,2019-12,4.33
Roodstand en doorlopend krediet ,Rente op uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (percentages) ,Huishoudens ,2019-12,6.34
Zakelijke kredietverlening ,Nieuwe contracten (mln euro's) ,Niet-financiële bedrijven ,2019-12,12850
Zakelijke kredietverlening ,Rente op uitstaande leningen  (percentages) ,Niet-financiële bedrijven ,2019-12,2
Zakelijke kredietverlening ,Rente op nieuwe contracten <= € 0.25 mln (percentages) ,Niet-financiële bedrijven ,2019-12,2.77
Zakelijke kredietverlening ,Rente op nieuwe contracten <= € 0.25 mln en <= € 1 mln (percentages) ,Niet-financiële bedrijven ,2019-12,2.18
Zakelijke kredietverlening ,Rente op nieuwe contracten > € 1 mln (percentages) ,Niet-financiële bedrijven ,2019-12,1.53
Zakelijke kredietverlening ,Uitstaande bedragen (mln euro's) ,Niet-financiële bedrijven ,2020-01,244823
Woninghypotheken ,Uitstaande bedragen (mln euro's) ,Huishoudens ,2020-01,534560
Consumptief krediet ,Uitstaande bedragen (mln euro's) ,Huishoudens ,2020-01,15291
Rekening courante tegoeden en spaargeld ,Girale deposito's (mln euro's) ,Huishoudens ,2020-01,82419
Rekening courante tegoeden en spaargeld ,Deposito's met vaste looptijd (mln euro's) ,Huishoudens ,2020-01,58569
Rekening courante tegoeden en spaargeld ,Deposito's met opzegtermijn (mln euro's) ,Huishoudens ,2020-01,314377
Woninghypotheken ,"Nieuwe contracten, inclusief heronderhandelingen (mln euro's) ",Huishoudens * ,2020-01,11192
Woninghypotheken ,Zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (mln euro’s) ,Huishoudens * ,2020-01,4863
Woninghypotheken ,"Rente op nieuwe contracten, inclusief heronderhandelingen (percentages) ",Huishoudens * ,2020-01,1.98
Woninghypotheken ,Rente op uitstaande bedragen (percentages) ,Huishoudens ,2020-01,2.87
Woninghypotheken ,Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ,Huishoudens ,2020-01,1.85
Roodstand en doorlopend krediet ,Uitstaand bedrag - Rekeningcourant krediet - Roodstand (mln euro's) ,Huishoudens ,2020-01,7376
Roodstand en doorlopend krediet ,Uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (mln euro's) ,Huishoudens ,2020-01,2067
Roodstand en doorlopend krediet ,Rente op uitstaand bedrag - Rekeningcourant krediet - Roodstand (percentages) ,Huishoudens ,2020-01,4.31
Roodstand en doorlopend krediet ,Rente op uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (percentages) ,Huishoudens ,2020-01,6.36
Zakelijke kredietverlening ,Nieuwe contracten (mln euro's) ,Niet-financiële bedrijven ,2020-01,11588
Zakelijke kredietverlening ,Rente op uitstaande leningen  (percentages) ,Niet-financiële bedrijven ,2020-01,1.97
Zakelijke kredietverlening ,Rente op nieuwe contracten <= € 0.25 mln (percentages) ,Niet-financiële bedrijven ,2020-01,2.81
Zakelijke kredietverlening ,Rente op nieuwe contracten <= € 0.25 mln en <= € 1 mln (percentages) ,Niet-financiële bedrijven ,2020-01,2.23
Zakelijke kredietverlening ,Rente op nieuwe contracten > € 1 mln (percentages) ,Niet-financiële bedrijven ,2020-01,1.14
Zakelijke kredietverlening ,Uitstaande bedragen (mln euro's) ,Niet-financiële bedrijven ,2020-02,245063
Woninghypotheken ,Uitstaande bedragen (mln euro's) ,Huishoudens ,2020-02,534379
Consumptief krediet ,Uitstaande bedragen (mln euro's) ,Huishoudens ,2020-02,15090
Rekening courante tegoeden en spaargeld ,Girale deposito's (mln euro's) ,Huishoudens ,2020-02,83541
Rekening courante tegoeden en spaargeld ,Deposito's met vaste looptijd (mln euro's) ,Huishoudens ,2020-02,58582
Rekening courante tegoeden en spaargeld ,Deposito's met opzegtermijn (mln euro's) ,Huishoudens ,2020-02,314466
Woninghypotheken ,"Nieuwe contracten, inclusief heronderhandelingen (mln euro's) ",Huishoudens * ,2020-02,9375
Woninghypotheken ,Zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (mln euro’s) ,Huishoudens * ,2020-02,4279
Woninghypotheken ,"Rente op nieuwe contracten, inclusief heronderhandelingen (percentages) ",Huishoudens * ,2020-02,1.92
Woninghypotheken ,Rente op uitstaande bedragen (percentages) ,Huishoudens ,2020-02,2.85
Woninghypotheken ,Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ,Huishoudens ,2020-02,1.82
Roodstand en doorlopend krediet ,Uitstaand bedrag - Rekeningcourant krediet - Roodstand (mln euro's) ,Huishoudens ,2020-02,7231
Roodstand en doorlopend krediet ,Uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (mln euro's) ,Huishoudens ,2020-02,2038
Roodstand en doorlopend krediet ,Rente op uitstaand bedrag - Rekeningcourant krediet - Roodstand (percentages) ,Huishoudens ,2020-02,4.31
Roodstand en doorlopend krediet ,Rente op uitstaand bedrag - Rekeningcourant krediet - Doorlopend krediet (percentages) ,Huishoudens ,2020-02,6.34
Zakelijke kredietverlening ,Nieuwe contracten (mln euro's) ,Niet-financiële bedrijven ,2020-02,10116
Zakelijke kredietverlening ,Rente op uitstaande leningen  (percentages) ,Niet-financiële bedrijven ,2020-02,1.95
Zakelijke kredietverlening ,Rente op nieuwe contracten <= € 0.25 mln (percentages) ,Niet-financiële bedrijven ,2020-02,2.86
Zakelijke kredietverlening ,Rente op nieuwe contracten <= € 0.25 mln en <= € 1 mln (percentages) ,Niet-financiële bedrijven ,2020-02,2.16
Zakelijke kredietverlening ,Rente op nieuwe contracten > € 1 mln (percentages) ,Niet-financiële bedrijven ,2020-02,1.24
Zakelijke kredietverlening ,Uitstaande bedragen (mln euro's) ,Niet-financiële bedrijven ,2020-03,249425
Woninghypotheken ,Uitstaande bedragen (mln euro's) ,Huishoudens ,2020-03,534578
Consumptief krediet ,Uitstaande bedragen (mln euro's) ,Huishoudens ,2020-03,14632
Rekening courante tegoeden en spaargeld ,Girale deposito's (mln euro's) ,Huishoudens ,2020-03,86102
Rekening courante tegoeden en spaargeld ,Deposito's met vaste looptijd (mln euro's) ,Huishoudens ,2020-03,58427
Rekening courante tegoeden en spaargeld ,Deposito's met opzegtermijn (mln euro's) ,Huishoudens ,2020-03,316271
Woninghypotheken ,"Nieuwe contracten, inclusief heronderhandelingen (mln euro's) ",Huishoudens * ,2020-03,10648
Woninghypotheken ,Zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (mln euro’s) ,Huishoudens * ,2020-03,4789
Woninghypotheken ,"Rente op nieuwe contracten, inclusief heronderhandelingen (percentages) ",Huishoudens * ,2020-03,1.91
Woninghypotheken ,Rente op uitstaande bedragen (percentages) ,Huishoudens ,2020-03,2.82
Woninghypotheken ,Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ,Huishoudens ,2020-03,1.77
